,match_id,date,venue,city,team1,team2,toss_winner,toss_decision,winner,team1_player1,team2_player1,team1_player2,team2_player2,team1_player3,team2_player3,team1_player4,team2_player4,team1_player5,team2_player5,team1_player6,team2_player6,team1_player7,team2_player7,team1_player8,team2_player8,team1_player9,team2_player9,team1_player10,team2_player10,team1_player11,team2_player11
0,4143,2019-05-30,Kennington Oval,London,England,South Africa,1,field,0,JJ Roy,Q de Kock,JM Bairstow,HM Amla,JE Root,AK Markram,EJG Morgan,F du Plessis,BA Stokes,HE van der Dussen,JC Buttler,JP Duminy,MM Ali,D Pretorius,CR Woakes,AL Phehlukwayo,LE Plunkett,K Rabada,JC Archer,L Ngidi,AU Rashid,Imran Tahir
1,4144,2019-05-31,Trent Bridge,Nottingham,Pakistan,West Indies,1,field,1,Imam-ul-Haq,CH Gayle,Fakhar Zaman,SD Hope,Babar Azam,DM Bravo,Haris Sohail,N Pooran,Sarfraz Ahmed,SO Hetmyer,Mohammad Hafeez,AD Russell,Imad Wasim,JO Holder,Shadab Khan,CR Brathwaite,Hasan Ali,AR Nurse,Wahab Riaz,SS Cottrell,Mohammad Amir,O Thomas
2,4145,2019-06-01,Sophia Gardens,Cardiff,New Zealand,Sri Lanka,0,field,0,MJ Guptill,HDRL Thirimanne,C Munro,FDM Karunaratne,KS Williamson,MDKJ Perera,LRPL Taylor,BKG Mendis,TWM Latham,DM de Silva,JDS Neesham,AD Mathews,C de Grandhomme,BMAJ Mendis,MJ Santner,NLTC Perera,MJ Henry,I Udana,LH Ferguson,RAS Lakmal,TA Boult,SL Malinga
3,4147,2019-06-02,Kennington Oval,London,Bangladesh,South Africa,1,field,0,Tamim Iqbal,Q de Kock,Soumya Sarkar,AK Markram,Shakib Al Hasan,F du Plessis,Mushfiqur Rahim,DA Miller,Mohammad Mithun,HE van der Dussen,Mahmudullah,JP Duminy,Mosaddek Hossain,AL Phehlukwayo,Mehedi Hasan Miraz,CH Morris,Mohammad Saifuddin,K Rabada,Mashrafe Mortaza,Imran Tahir,Mustafizur Rahman,L Ngidi
4,4148,2019-06-03,Trent Bridge,Nottingham,England,Pakistan,0,field,1,JJ Roy,Imam-ul-Haq,JM Bairstow,Fakhar Zaman,JE Root,Babar Azam,EJG Morgan,Mohammad Hafeez,BA Stokes,Sarfraz Ahmed,JC Buttler,Asif Ali,MM Ali,Shoaib Malik,CR Woakes,Wahab Riaz,JC Archer,Hasan Ali,AU Rashid,Shadab Khan,MA Wood,Mohammad Amir
5,4150,2019-06-05,The Rose Bowl,Southampton,India,South Africa,1,bat,0,S Dhawan,HM Amla,RG Sharma,Q de Kock,V Kohli,F du Plessis,KL Rahul,HE van der Dussen,MS Dhoni,DA Miller,HH Pandya,JP Duminy,KM Jadhav,AL Phehlukwayo,B Kumar,CH Morris,Kuldeep Yadav,K Rabada,YS Chahal,Imran Tahir,JJ Bumrah,T Shamsi
6,4151,2019-06-05,Kennington Oval,London,Bangladesh,New Zealand,1,field,1,Tamim Iqbal,MJ Guptill,Soumya Sarkar,C Munro,Shakib Al Hasan,KS Williamson,Mushfiqur Rahim,LRPL Taylor,Mohammad Mithun,TWM Latham,Mahmudullah,JDS Neesham,Mosaddek Hossain,C de Grandhomme,Mohammad Saifuddin,MJ Santner,Mehedi Hasan Miraz,MJ Henry,Mashrafe Mortaza,LH Ferguson,Mustafizur Rahman,TA Boult
7,4152,2019-06-06,Trent Bridge,Nottingham,Australia,West Indies,1,field,0,DA Warner,CH Gayle,AJ Finch,E Lewis,UT Khawaja,SD Hope,SPD Smith,N Pooran,GJ Maxwell,SO Hetmyer,MP Stoinis,JO Holder,AT Carey,AD Russell,NM Coulter-Nile,CR Brathwaite,PJ Cummins,AR Nurse,MA Starc,SS Cottrell,A Zampa,O Thomas
8,4153,2019-06-08,Sophia Gardens,Cardiff,England,Bangladesh,1,field,0,JJ Roy,Tamim Iqbal,JM Bairstow,Soumya Sarkar,JE Root,Shakib Al Hasan,JC Buttler,Mushfiqur Rahim,EJG Morgan,Mohammad Mithun,BA Stokes,Mahmudullah,CR Woakes,Mosaddek Hossain,LE Plunkett,Mohammad Saifuddin,JC Archer,Mehedi Hasan Miraz,AU Rashid,Mashrafe Mortaza,MA Wood,Mustafizur Rahman
9,4155,2019-06-09,Kennington Oval,London,Australia,India,1,bat,1,DA Warner,RG Sharma,AJ Finch,S Dhawan,SPD Smith,V Kohli,UT Khawaja,HH Pandya,GJ Maxwell,MS Dhoni,MP Stoinis,KL Rahul,AT Carey,KM Jadhav,NM Coulter-Nile,B Kumar,PJ Cummins,Kuldeep Yadav,MA Starc,YS Chahal,A Zampa,JJ Bumrah
10,4157,2019-06-12,The Cooper Associates County Ground,Taunton,Australia,Pakistan,1,field,0,AJ Finch,Imam-ul-Haq,DA Warner,Fakhar Zaman,SPD Smith,Babar Azam,GJ Maxwell,Mohammad Hafeez,SE Marsh,Sarfraz Ahmed,UT Khawaja,Shoaib Malik,AT Carey,Asif Ali,NM Coulter-Nile,Hasan Ali,PJ Cummins,Wahab Riaz,MA Starc,Mohammad Amir,KW Richardson,Shaheen Shah Afridi
11,4158,2019-06-14,The Rose Bowl,Southampton,England,West Indies,0,field,0,JM Bairstow,CH Gayle,JE Root,E Lewis,CR Woakes,SD Hope,BA Stokes,N Pooran,JJ Roy,SO Hetmyer,EJG Morgan,JO Holder,JC Buttler,AD Russell,LE Plunkett,CR Brathwaite,JC Archer,SS Cottrell,AU Rashid,O Thomas,MA Wood,ST Gabriel
12,4159,2019-06-15,Kennington Oval,London,Australia,Sri Lanka,1,field,0,DA Warner,FDM Karunaratne,AJ Finch,MDKJ Perera,UT Khawaja,HDRL Thirimanne,SPD Smith,BKG Mendis,GJ Maxwell,AD Mathews,SE Marsh,TAM Siriwardana,AT Carey,NLTC Perera,PJ Cummins,DM de Silva,MA Starc,I Udana,JP Behrendorff,SL Malinga,KW Richardson,N Pradeep
13,4161,2019-06-16,Old Trafford,Manchester,India,Pakistan,1,field,0,KL Rahul,Imam-ul-Haq,RG Sharma,Fakhar Zaman,V Kohli,Babar Azam,HH Pandya,Mohammad Hafeez,MS Dhoni,Sarfraz Ahmed,V Shankar,Shoaib Malik,KM Jadhav,Imad Wasim,B Kumar,Shadab Khan,Kuldeep Yadav,Hasan Ali,YS Chahal,Wahab Riaz,JJ Bumrah,Mohammad Amir
14,4162,2019-06-17,The Cooper Associates County Ground,Taunton,Bangladesh,West Indies,0,field,0,Tamim Iqbal,CH Gayle,Soumya Sarkar,E Lewis,Shakib Al Hasan,SD Hope,Mushfiqur Rahim,N Pooran,Liton Das,SO Hetmyer,Mahmudullah,AD Russell,Mosaddek Hossain,JO Holder,Mohammad Saifuddin,DM Bravo,Mehedi Hasan Miraz,O Thomas,Mashrafe Mortaza,SS Cottrell,Mustafizur Rahman,ST Gabriel
15,4165,2019-06-19,Edgbaston,Birmingham,New Zealand,South Africa,0,field,0,MJ Guptill,Q de Kock,C Munro,HM Amla,KS Williamson,F du Plessis,LRPL Taylor,AK Markram,TWM Latham,HE van der Dussen,JDS Neesham,DA Miller,C de Grandhomme,AL Phehlukwayo,MJ Santner,CH Morris,MJ Henry,K Rabada,LH Ferguson,Imran Tahir,TA Boult,L Ngidi
16,4166,2019-06-20,Trent Bridge,Nottingham,Australia,Bangladesh,0,bat,0,DA Warner,Tamim Iqbal,AJ Finch,Soumya Sarkar,UT Khawaja,Shakib Al Hasan,GJ Maxwell,Mushfiqur Rahim,MP Stoinis,Liton Das,SPD Smith,Mahmudullah,AT Carey,Sabbir Rahman,NM Coulter-Nile,Mehedi Hasan Miraz,PJ Cummins,Mashrafe Mortaza,MA Starc,Rubel Hossain,A Zampa,Mustafizur Rahman
17,4168,2019-06-21,Headingley,Leeds,England,Sri Lanka,1,bat,1,JM Vince,FDM Karunaratne,JM Bairstow,MDKJ Perera,JE Root,WIA Fernando,EJG Morgan,BKG Mendis,BA Stokes,AD Mathews,JC Buttler,BMAJ Mendis,MM Ali,DM de Silva,CR Woakes,NLTC Perera,AU Rashid,I Udana,JC Archer,SL Malinga,MA Wood,N Pradeep
18,4170,2019-06-22,Old Trafford,Manchester,New Zealand,West Indies,1,field,0,MJ Guptill,CH Gayle,C Munro,SD Hope,KS Williamson,N Pooran,LRPL Taylor,SO Hetmyer,TWM Latham,JO Holder,JDS Neesham,CR Brathwaite,C de Grandhomme,AR Nurse,MJ Santner,E Lewis,MJ Henry,KAJ Roach,LH Ferguson,SS Cottrell,TA Boult,O Thomas
19,4171,2019-06-23,Lord's,London,Pakistan,South Africa,0,bat,0,Imam-ul-Haq,HM Amla,Fakhar Zaman,Q de Kock,Babar Azam,F du Plessis,Mohammad Hafeez,AK Markram,Haris Sohail,HE van der Dussen,Imad Wasim,DA Miller,Wahab Riaz,AL Phehlukwayo,Sarfraz Ahmed,CH Morris,Shadab Khan,K Rabada,Mohammad Amir,L Ngidi,Shaheen Shah Afridi,Imran Tahir
20,4173,2019-06-25,Lord's,London,England,Australia,0,field,1,JM Vince,AJ Finch,JM Bairstow,DA Warner,JE Root,UT Khawaja,EJG Morgan,SPD Smith,BA Stokes,GJ Maxwell,JC Buttler,MP Stoinis,CR Woakes,AT Carey,MM Ali,PJ Cummins,AU Rashid,MA Starc,JC Archer,NM Lyon,MA Wood,JP Behrendorff
21,4174,2019-06-26,Edgbaston,Birmingham,New Zealand,Pakistan,0,bat,1,MJ Guptill,Imam-ul-Haq,C Munro,Fakhar Zaman,KS Williamson,Babar Azam,LRPL Taylor,Mohammad Hafeez,TWM Latham,Haris Sohail,JDS Neesham,Sarfraz Ahmed,C de Grandhomme,Imad Wasim,MJ Santner,Wahab Riaz,MJ Henry,Shadab Khan,LH Ferguson,Mohammad Amir,TA Boult,Shaheen Shah Afridi
22,4175,2019-06-27,Old Trafford,Manchester,India,West Indies,0,bat,0,KL Rahul,CH Gayle,RG Sharma,SW Ambris,V Kohli,SD Hope,V Shankar,N Pooran,KM Jadhav,SO Hetmyer,MS Dhoni,JO Holder,HH Pandya,CR Brathwaite,Mohammed Shami,FA Allen,Kuldeep Yadav,KAJ Roach,YS Chahal,SS Cottrell,JJ Bumrah,O Thomas
23,4176,2019-06-28,Riverside Ground,Chester-le-Street,South Africa,Sri Lanka,0,field,0,Q de Kock,FDM Karunaratne,HM Amla,MDKJ Perera,F du Plessis,WIA Fernando,HE van der Dussen,BKG Mendis,AK Markram,AD Mathews,JP Duminy,DM de Silva,D Pretorius,BMAJ Mendis,AL Phehlukwayo,NLTC Perera,CH Morris,I Udana,K Rabada,RAS Lakmal,Imran Tahir,SL Malinga
24,4178,2019-06-29,Lord's,London,Australia,New Zealand,0,bat,0,DA Warner,MJ Guptill,AJ Finch,HM Nicholls,UT Khawaja,KS Williamson,SPD Smith,LRPL Taylor,MP Stoinis,TWM Latham,GJ Maxwell,C de Grandhomme,AT Carey,JDS Neesham,PJ Cummins,MJ Santner,MA Starc,IS Sodhi,JP Behrendorff,LH Ferguson,NM Lyon,TA Boult
25,4179,2019-06-30,Edgbaston,Birmingham,England,India,0,bat,0,JJ Roy,KL Rahul,JM Bairstow,RG Sharma,JE Root,V Kohli,EJG Morgan,RR Pant,BA Stokes,HH Pandya,JC Buttler,MS Dhoni,CR Woakes,KM Jadhav,LE Plunkett,Kuldeep Yadav,JC Archer,Mohammed Shami,AU Rashid,YS Chahal,MA Wood,JJ Bumrah
26,4180,2019-07-01,Riverside Ground,Chester-le-Street,Sri Lanka,West Indies,1,field,0,FDM Karunaratne,CH Gayle,MDKJ Perera,SW Ambris,WIA Fernando,SD Hope,BKG Mendis,SO Hetmyer,AD Mathews,N Pooran,HDRL Thirimanne,JO Holder,I Udana,CR Brathwaite,DM de Silva,FA Allen,JDF Vandersay,SS Cottrell,CAK Rajitha,O Thomas,SL Malinga,ST Gabriel
27,4182,2019-07-02,Edgbaston,Birmingham,Bangladesh,India,1,bat,1,Tamim Iqbal,KL Rahul,Soumya Sarkar,RG Sharma,Shakib Al Hasan,V Kohli,Mushfiqur Rahim,RR Pant,Liton Das,HH Pandya,Mosaddek Hossain,MS Dhoni,Sabbir Rahman,KD Karthik,Mohammad Saifuddin,B Kumar,Mashrafe Mortaza,Mohammed Shami,Rubel Hossain,JJ Bumrah,Mustafizur Rahman,YS Chahal
28,4183,2019-07-03,Riverside Ground,Chester-le-Street,England,New Zealand,0,bat,0,JJ Roy,MJ Guptill,JM Bairstow,HM Nicholls,JE Root,KS Williamson,JC Buttler,LRPL Taylor,EJG Morgan,TWM Latham,BA Stokes,JDS Neesham,CR Woakes,C de Grandhomme,LE Plunkett,MJ Santner,AU Rashid,TG Southee,JC Archer,MJ Henry,MA Wood,TA Boult
29,4186,2019-07-05,Lord's,London,Bangladesh,Pakistan,1,bat,1,Tamim Iqbal,Fakhar Zaman,Soumya Sarkar,Imam-ul-Haq,Shakib Al Hasan,Babar Azam,Mushfiqur Rahim,Mohammad Hafeez,Liton Das,Haris Sohail,Mahmudullah,Imad Wasim,Mosaddek Hossain,Sarfraz Ahmed,Mohammad Saifuddin,Wahab Riaz,Mehedi Hasan Miraz,Shadab Khan,Mashrafe Mortaza,Mohammad Amir,Mustafizur Rahman,Shaheen Shah Afridi
30,4187,2019-07-06,Headingley,Leeds,India,Sri Lanka,1,bat,0,KL Rahul,FDM Karunaratne,RG Sharma,MDKJ Perera,V Kohli,WIA Fernando,RR Pant,BKG Mendis,HH Pandya,AD Mathews,MS Dhoni,HDRL Thirimanne,KD Karthik,DM de Silva,RA Jadeja,NLTC Perera,B Kumar,I Udana,JJ Bumrah,CAK Rajitha,Kuldeep Yadav,SL Malinga
31,4188,2019-07-06,Old Trafford,Manchester,Australia,South Africa,1,bat,1,DA Warner,AK Markram,AJ Finch,Q de Kock,UT Khawaja,F du Plessis,SPD Smith,HE van der Dussen,MP Stoinis,JP Duminy,GJ Maxwell,D Pretorius,AT Carey,AL Phehlukwayo,PJ Cummins,CH Morris,MA Starc,K Rabada,JP Behrendorff,Imran Tahir,NM Lyon,T Shamsi
32,4190,2019-07-09,Old Trafford,Manchester,India,New Zealand,1,bat,1,KL Rahul,MJ Guptill,RG Sharma,HM Nicholls,V Kohli,KS Williamson,RR Pant,LRPL Taylor,KD Karthik,JDS Neesham,HH Pandya,C de Grandhomme,MS Dhoni,TWM Latham,RA Jadeja,MJ Santner,B Kumar,MJ Henry,YS Chahal,TA Boult,JJ Bumrah,LH Ferguson
33,4191,2019-07-11,Edgbaston,Birmingham,Australia,England,0,bat,1,DA Warner,JJ Roy,AJ Finch,JM Bairstow,SPD Smith,JE Root,PSP Handscomb,EJG Morgan,AT Carey,BA Stokes,MP Stoinis,JC Buttler,GJ Maxwell,CR Woakes,PJ Cummins,LE Plunkett,MA Starc,AU Rashid,JP Behrendorff,JC Archer,NM Lyon,MA Wood
34,4658,2023-10-05,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,England,New Zealand,1,field,1,JM Bairstow,DP Conway,DJ Malan,WA Young,JE Root,R Ravindra,HC Brook,DJ Mitchell,MM Ali,TWM Latham,JC Buttler,GD Phillips,LS Livingstone,MS Chapman,SM Curran,JDS Neesham,CR Woakes,MJ Santner,AU Rashid,MJ Henry,MA Wood,TA Boult
35,4659,2023-10-06,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,Pakistan,Netherlands,1,field,0,Fakhar Zaman,Vikramjit Singh,Imam-ul-Haq,MP O'Dowd,Babar Azam,CN Ackermann,Mohammad Rizwan,BFW de Leede,Saud Shakeel,AT Nidamanuru,Iftikhar Ahmed,SA Edwards,Mohammad Nawaz,Saqib Zulfiqar,Shadab Khan,RE van der Merwe,Hasan Ali,LV van Beek,Shaheen Shah Afridi,A Dutt,Haris Rauf,PA van Meekeren
36,4661,2023-10-07,"Arun Jaitley Stadium, Delhi",Delhi,South Africa,Sri Lanka,1,field,0,Q de Kock,P Nissanka,T Bavuma,MDKJ Perera,HE van der Dussen,BKG Mendis,AK Markram,S Samarawickrama,H Klaasen,KIC Asalanka,DA Miller,DM de Silva,M Jansen,MD Shanaka,G Coetzee,DN Wellalage,KA Maharaj,CAK Rajitha,K Rabada,M Pathirana,L Ngidi,D Madushanka
37,4662,2023-10-08,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Australia,India,0,bat,1,DA Warner,RG Sharma,MR Marsh,Ishan Kishan,SPD Smith,V Kohli,M Labuschagne,SS Iyer,GJ Maxwell,KL Rahul,AT Carey,HH Pandya,C Green,RA Jadeja,PJ Cummins,R Ashwin,MA Starc,Kuldeep Yadav,A Zampa,JJ Bumrah,JR Hazlewood,Mohammed Siraj
38,4663,2023-10-09,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,New Zealand,Netherlands,1,field,0,DP Conway,Vikramjit Singh,WA Young,MP O'Dowd,R Ravindra,CN Ackermann,DJ Mitchell,BFW de Leede,TWM Latham,AT Nidamanuru,GD Phillips,SA Edwards,MS Chapman,SA Engelbrecht,MJ Santner,RE van der Merwe,MJ Henry,R Klein,LH Ferguson,A Dutt,TA Boult,PA van Meekeren
39,4664,2023-10-10,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,England,Bangladesh,1,field,0,JM Bairstow,Liton Das,DJ Malan,Tanzid Hasan,JE Root,Nazmul Hossain Shanto,JC Buttler,Shakib Al Hasan,HC Brook,Mehedi Hasan Miraz,LS Livingstone,Mushfiqur Rahim,SM Curran,Towhid Hridoy,CR Woakes,Mahedi Hasan,AU Rashid,Taskin Ahmed,MA Wood,Shoriful Islam,RJW Topley,Mustafizur Rahman
40,4665,2023-10-10,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,Sri Lanka,Pakistan,0,bat,1,P Nissanka,Abdullah Shafique,MDKJ Perera,Imam-ul-Haq,BKG Mendis,Babar Azam,S Samarawickrama,Mohammad Rizwan,KIC Asalanka,Saud Shakeel,DM de Silva,Iftikhar Ahmed,MD Shanaka,Shadab Khan,DN Wellalage,Mohammad Nawaz,M Theekshana,Hasan Ali,M Pathirana,Shaheen Shah Afridi,D Madushanka,Haris Rauf
41,4667,2023-10-12,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,South Africa,Australia,1,field,0,Q de Kock,MR Marsh,T Bavuma,DA Warner,HE van der Dussen,SPD Smith,AK Markram,M Labuschagne,H Klaasen,JP Inglis,DA Miller,GJ Maxwell,M Jansen,MP Stoinis,K Rabada,MA Starc,KA Maharaj,PJ Cummins,L Ngidi,A Zampa,T Shamsi,JR Hazlewood
42,4668,2023-10-13,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Bangladesh,New Zealand,1,field,1,Liton Das,DP Conway,Tanzid Hasan,R Ravindra,Mehedi Hasan Miraz,KS Williamson,Nazmul Hossain Shanto,DJ Mitchell,Shakib Al Hasan,GD Phillips,Mushfiqur Rahim,TWM Latham,Towhid Hridoy,MS Chapman,Mahmudullah,MJ Santner,Taskin Ahmed,MJ Henry,Mustafizur Rahman,LH Ferguson,Shoriful Islam,TA Boult
43,4669,2023-10-14,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,Pakistan,India,1,field,1,Abdullah Shafique,RG Sharma,Imam-ul-Haq,Shubman Gill,Babar Azam,V Kohli,Mohammad Rizwan,SS Iyer,Saud Shakeel,KL Rahul,Iftikhar Ahmed,HH Pandya,Shadab Khan,RA Jadeja,Mohammad Nawaz,SN Thakur,Hasan Ali,JJ Bumrah,Shaheen Shah Afridi,Kuldeep Yadav,Haris Rauf,Mohammed Siraj
44,4671,2023-10-16,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,Sri Lanka,Australia,0,bat,1,P Nissanka,MR Marsh,MDKJ Perera,DA Warner,BKG Mendis,SPD Smith,S Samarawickrama,M Labuschagne,KIC Asalanka,JP Inglis,DM de Silva,GJ Maxwell,DN Wellalage,MP Stoinis,C Karunaratne,MA Starc,M Theekshana,PJ Cummins,CBRLS Kumara,A Zampa,D Madushanka,JR Hazlewood
45,4672,2023-10-17,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,Netherlands,South Africa,1,field,0,Vikramjit Singh,T Bavuma,MP O'Dowd,Q de Kock,CN Ackermann,HE van der Dussen,BFW de Leede,AK Markram,SA Engelbrecht,H Klaasen,AT Nidamanuru,DA Miller,SA Edwards,M Jansen,LV van Beek,G Coetzee,RE van der Merwe,KA Maharaj,A Dutt,K Rabada,PA van Meekeren,L Ngidi
46,4674,2023-10-19,"Maharashtra Cricket Association Stadium, Pune",Pune,Bangladesh,India,0,bat,1,Tanzid Hasan,RG Sharma,Liton Das,Shubman Gill,Nazmul Hossain Shanto,V Kohli,Mehedi Hasan Miraz,SS Iyer,Towhid Hridoy,KL Rahul,Mushfiqur Rahim,HH Pandya,Mahmudullah,RA Jadeja,Nasum Ahmed,SN Thakur,Mustafizur Rahman,JJ Bumrah,Shoriful Islam,Kuldeep Yadav,Hasan Mahmud,Mohammed Siraj
47,4675,2023-10-20,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,Australia,Pakistan,1,field,0,DA Warner,Abdullah Shafique,MR Marsh,Imam-ul-Haq,GJ Maxwell,Babar Azam,SPD Smith,Mohammad Rizwan,MP Stoinis,Saud Shakeel,JP Inglis,Iftikhar Ahmed,M Labuschagne,Mohammad Nawaz,PJ Cummins,Usama Mir,MA Starc,Shaheen Shah Afridi,JR Hazlewood,Hasan Ali,A Zampa,Haris Rauf
48,4676,2023-10-21,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,Netherlands,Sri Lanka,0,bat,1,Vikramjit Singh,P Nissanka,MP O'Dowd,MDKJ Perera,CN Ackermann,BKG Mendis,BFW de Leede,S Samarawickrama,AT Nidamanuru,KIC Asalanka,SA Edwards,DM de Silva,SA Engelbrecht,MADI Hemantha,LV van Beek,C Karunaratne,RE van der Merwe,M Theekshana,A Dutt,CAK Rajitha,PA van Meekeren,D Madushanka
49,4677,2023-10-21,"Wankhede Stadium, Mumbai",Mumbai,South Africa,England,1,field,0,Q de Kock,JM Bairstow,RR Hendricks,DJ Malan,HE van der Dussen,JE Root,AK Markram,BA Stokes,H Klaasen,HC Brook,DA Miller,JC Buttler,M Jansen,DJ Willey,G Coetzee,AU Rashid,KA Maharaj,AAP Atkinson,K Rabada,MA Wood,L Ngidi,RJW Topley
50,4678,2023-10-22,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,New Zealand,India,1,field,1,DP Conway,RG Sharma,WA Young,Shubman Gill,R Ravindra,V Kohli,DJ Mitchell,SS Iyer,TWM Latham,KL Rahul,GD Phillips,SA Yadav,MS Chapman,RA Jadeja,MJ Santner,Mohammed Shami,MJ Henry,JJ Bumrah,LH Ferguson,Kuldeep Yadav,TA Boult,Mohammed Siraj
51,4680,2023-10-24,"Wankhede Stadium, Mumbai",Mumbai,South Africa,Bangladesh,0,bat,0,Q de Kock,Tanzid Hasan,RR Hendricks,Liton Das,HE van der Dussen,Nazmul Hossain Shanto,AK Markram,Shakib Al Hasan,H Klaasen,Mushfiqur Rahim,DA Miller,Mahmudullah,M Jansen,Mehedi Hasan Miraz,G Coetzee,Nasum Ahmed,KA Maharaj,Hasan Mahmud,K Rabada,Mustafizur Rahman,LB Williams,Shoriful Islam
52,4681,2023-10-25,"Arun Jaitley Stadium, Delhi",Delhi,Australia,Netherlands,0,bat,0,MR Marsh,Vikramjit Singh,DA Warner,MP O'Dowd,SPD Smith,CN Ackermann,M Labuschagne,SA Engelbrecht,JP Inglis,BFW de Leede,GJ Maxwell,SA Edwards,C Green,AT Nidamanuru,PJ Cummins,LV van Beek,MA Starc,RE van der Merwe,A Zampa,A Dutt,JR Hazlewood,PA van Meekeren
53,4682,2023-10-26,"M Chinnaswamy Stadium, Bengaluru",Bengaluru,England,Sri Lanka,0,bat,1,JM Bairstow,P Nissanka,DJ Malan,MDKJ Perera,JE Root,BKG Mendis,BA Stokes,S Samarawickrama,JC Buttler,KIC Asalanka,LS Livingstone,DM de Silva,MM Ali,AD Mathews,CR Woakes,M Theekshana,DJ Willey,CAK Rajitha,AU Rashid,D Madushanka,MA Wood,CBRLS Kumara
54,4683,2023-10-27,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Pakistan,South Africa,0,bat,1,Usama Mir,T Bavuma,Abdullah Shafique,Q de Kock,Imam-ul-Haq,HE van der Dussen,Babar Azam,AK Markram,Mohammad Rizwan,H Klaasen,Iftikhar Ahmed,DA Miller,Saud Shakeel,M Jansen,Shadab Khan,G Coetzee,Mohammad Nawaz,KA Maharaj,Shaheen Shah Afridi,L Ngidi,Mohammad Wasim,T Shamsi
55,4684,2023-10-28,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,Australia,New Zealand,1,field,0,DA Warner,DP Conway,TM Head,WA Young,MR Marsh,R Ravindra,SPD Smith,DJ Mitchell,M Labuschagne,TWM Latham,GJ Maxwell,GD Phillips,JP Inglis,JDS Neesham,PJ Cummins,MJ Santner,MA Starc,MJ Henry,A Zampa,TA Boult,JR Hazlewood,LH Ferguson
56,4685,2023-10-28,"Eden Gardens, Kolkata",Kolkata,Netherlands,Bangladesh,0,bat,0,Vikramjit Singh,Liton Das,MP O'Dowd,Tanzid Hasan,W Barresi,Mehedi Hasan Miraz,CN Ackermann,Nazmul Hossain Shanto,SA Edwards,Shakib Al Hasan,BFW de Leede,Mushfiqur Rahim,SA Engelbrecht,Mahmudullah,LV van Beek,Mahedi Hasan,Shariz Ahmad,Taskin Ahmed,A Dutt,Mustafizur Rahman,PA van Meekeren,Shoriful Islam
57,4686,2023-10-29,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,England,1,field,0,RG Sharma,JM Bairstow,Shubman Gill,DJ Malan,V Kohli,JE Root,SS Iyer,BA Stokes,KL Rahul,JC Buttler,SA Yadav,MM Ali,RA Jadeja,LS Livingstone,Mohammed Shami,CR Woakes,JJ Bumrah,DJ Willey,Kuldeep Yadav,AU Rashid,Mohammed Siraj,MA Wood
